system:index,country,elevation,extract_end_date_utc,extract_ini_date_utc,extract_latitude,extract_longitude,length_days,length_fire,pyroCb_date_utc,pyroCb_id,pyroCb_latitude,pyroCb_longitude,pyroCb_time_utc,region,satellite,time_zone,wildfire_centroid_latitude,wildfire_centroid_longitude,wildfire_end_date_utc,wildfire_id,wildfire_ini_date_utc,.geo
00000000000000000097,Australia,907,2020-01-13 13:00:00+00:00,2019-10-24 13:00:00+00:00,-33.090942055895965,150.552663595925,81,81,2019-12-10,113,-33.400001525878906,150.3000030517578,,Cockatoo Hill,HIMAWARI,Australia/Sydney,-33.090942055895965,150.552663595925,2020-01-14,22732209,2019-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,Australia,964,2020-01-13 13:00:00+00:00,2019-10-24 13:00:00+00:00,-33.090942055895965,150.552663595925,81,81,2019-12-10,112,-32.79999923706055,150.3000030517578,,Nullo Mtn,HIMAWARI,Australia/Sydney,-33.090942055895965,150.552663595925,2020-01-14,22732209,2019-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,Australia,781,2020-01-13 13:00:00+00:00,2019-10-24 13:00:00+00:00,-33.090942055895965,150.552663595925,81,81,2019-12-21,92,-33.599998474121094,150.39999389648438,,Mt Irvine,HIMAWARI,Australia/Sydney,-33.090942055895965,150.552663595925,2020-01-14,22732209,2019-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,Australia,357,2020-01-13 13:00:00+00:00,2019-10-24 13:00:00+00:00,-33.090942055895965,150.552663595925,81,81,2019-11-22,83,-33.599998474121094,150.44000244140625,,Grose Valley,HIMAWARI,Australia/Sydney,-33.090942055895965,150.552663595925,2020-01-14,22732209,2019-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,Australia,367,2020-01-19 13:00:00+00:00,2019-11-21 13:00:00+00:00,-35.23357305670536,150.218570528418,59,59,2019-12-28,95,-35.58000183105469,149.97000122070312,,Ulladulla area,HIMAWARI,Australia/Sydney,-35.23357305670536,150.218570528418,2020-01-20,22810914,2019-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,Australia,729,2020-01-19 13:00:00+00:00,2019-11-21 13:00:00+00:00,-35.23357305670536,150.218570528418,59,59,2019-12-28,97,-35.0,150.1999969482422,,Mt Tianjara,HIMAWARI,Australia/Sydney,-35.23357305670536,150.218570528418,2020-01-20,22810914,2019-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,Australia,678,2020-01-19 13:00:00+00:00,2019-11-21 13:00:00+00:00,-35.23357305670536,150.218570528418,59,59,2019-12-21,91,-35.189998626708984,150.27999877929688,,Ulladulla,HIMAWARI,Australia/Sydney,-35.23357305670536,150.218570528418,2020-01-20,22810914,2019-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,Australia,129,2020-01-19 13:00:00+00:00,2019-11-21 13:00:00+00:00,-35.23357305670536,150.218570528418,59,59,2020-01-04,117,-34.79999923706055,150.39999389648438,,Nowra,HIMAWARI,Australia/Sydney,-35.23357305670536,150.218570528418,2020-01-20,22810914,2019-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,Australia,217,2020-01-19 13:00:00+00:00,2019-11-21 13:00:00+00:00,-35.23357305670536,150.218570528418,59,59,2019-12-28,96,-34.900001525878906,150.42999267578125,,Nowra area,HIMAWARI,Australia/Sydney,-35.23357305670536,150.218570528418,2020-01-20,22810914,2019-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,Australia,150,2020-01-19 13:00:00+00:00,2019-11-21 13:00:00+00:00,-35.23357305670536,150.218570528418,59,59,2019-12-31,109,-35.0,150.5,,Nowra,HIMAWARI,Australia/Sydney,-35.23357305670536,150.218570528418,2020-01-20,22810914,2019-11-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000005d,Australia,216,2020-01-19 16:00:00+00:00,2019-12-19 16:00:00+00:00,-32.4245125177346,123.3119796236742,31,31,2020-01-08,121,-32.70000076293945,123.19999694824219,,Belladonia,HIMAWARI,Australia/Perth,-32.4245125177346,123.3119796236742,2020-01-20,22890293,2019-12-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000006a,Australia,866,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-10,84,-37.5,146.39999389648438,,Mt Skene,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000075,Australia,872,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-14,86,-37.400001525878906,147.1999969482422,,Grant Junction,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,Australia,249,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-30,107,-37.619998931884766,147.6300048828125,,Bullumwaal,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,Australia,467,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-30,105,-37.400001525878906,147.8000030517578,,Ensay,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,Australia,223,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-20,89,-37.650001525878906,147.85000610351562,,Tambo Crossing,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,Australia,1059,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-30,106,-37.09000015258789,148.1300048828125,,Diggers Hole,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,Australia,5,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-30,110,-37.709999084472656,148.44000244140625,,Goonjerah,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,Australia,450,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-29,99,-37.29999923706055,148.6999969482422,,Goonjerah,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,Australia,1062,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-30,101,-37.29999923706055,148.89999389648438,,Wulgulmerang,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,Australia,95,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-29,100,-37.599998474121094,149.39999389648438,,Cann River,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,Australia,95,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-30,103,-37.599998474121094,149.39999389648438,,Cann River,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,Australia,95,2020-01-26 13:00:00+00:00,2019-12-09 13:00:00+00:00,-37.44122689539977,148.85285228205476,48,48,2019-12-30,104,-37.599998474121094,149.39999389648438,,Cann River,HIMAWARI,Australia/Melbourne,-37.44122689539977,148.85285228205476,2020-01-27,22891122,2019-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,Australia,737,2020-01-26 13:00:00+00:00,2019-12-25 13:00:00+00:00,-35.98004533739531,148.0760531112648,32,32,2020-01-04,119,-36.5,148.10000610351562,,W of Mt Kosciuszko,HIMAWARI,Australia/Sydney,-35.98004533739531,148.0760531112648,2020-01-27,22890983,2019-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,Australia,1146,2020-01-26 13:00:00+00:00,2019-12-25 13:00:00+00:00,-35.98004533739531,148.0760531112648,32,32,2019-12-31,108,-35.70000076293945,148.10000610351562,,Yarrangobilly,HIMAWARI,Australia/Sydney,-35.98004533739531,148.0760531112648,2020-01-27,22890983,2019-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,Australia,567,2020-01-26 13:00:00+00:00,2019-12-25 13:00:00+00:00,-35.98004533739531,148.0760531112648,32,32,2019-12-28,93,-35.41999816894531,148.16000366210938,,Tumut area,HIMAWARI,Australia/Sydney,-35.98004533739531,148.0760531112648,2020-01-27,22890983,2019-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,Australia,840,2020-01-26 13:00:00+00:00,2019-12-25 13:00:00+00:00,-35.98004533739531,148.0760531112648,32,32,2020-01-04,118,-35.5,148.3000030517578,,Cabramurra,HIMAWARI,Australia/Sydney,-35.98004533739531,148.0760531112648,2020-01-27,22890983,2019-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,Australia,840,2020-01-26 13:00:00+00:00,2019-12-25 13:00:00+00:00,-35.98004533739531,148.0760531112648,32,32,2020-01-04,120,-35.5,148.3000030517578,,Cabramurra,HIMAWARI,Australia/Sydney,-35.98004533739531,148.0760531112648,2020-01-27,22890983,2019-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,Australia,792,2020-02-17 13:00:00+00:00,2019-12-23 13:00:00+00:00,-36.17858972912477,149.72510962541415,56,56,2020-01-04,173,-36.23500061035156,149.125833,319.0,New South Wales,HIMAWARI,Australia/Sydney,-36.17858972912477,149.72510962541415,2020-02-18,22893220,2019-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,Australia,792,2020-02-17 13:00:00+00:00,2019-12-23 13:00:00+00:00,-36.17858972912477,149.72510962541415,56,56,2020-02-01,174,-36.23500061035156,149.125833,311.0,New South Wales,HIMAWARI,Australia/Sydney,-36.17858972912477,149.72510962541415,2020-02-18,22893220,2019-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,Australia,1118,2020-02-17 13:00:00+00:00,2019-12-23 13:00:00+00:00,-36.17858972912477,149.72510962541415,56,56,2019-12-28,94,-36.16999816894531,149.5,,Badja area,HIMAWARI,Australia/Sydney,-36.17858972912477,149.72510962541415,2020-02-18,22893220,2019-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,Australia,216,2020-02-17 13:00:00+00:00,2019-12-23 13:00:00+00:00,-36.17858972912477,149.72510962541415,56,56,2019-12-30,102,-36.099998474121094,149.8000030517578,,E of Cooma,HIMAWARI,Australia/Sydney,-36.17858972912477,149.72510962541415,2020-02-18,22893220,2019-12-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,US,,2020-06-12 08:00:00+00:00,2020-06-05 08:00:00+00:00,65.85841048789823,-149.53645827506242,7,7,2020-06-08,259,65.9000015258789,-149.60000610351562,,Alaska,GOES,America/Anchorage,65.85841048789823,-149.53645827506242,2020-06-12,23353806,2020-06-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
